0:00:00.072, 0.06
0:00:00.145, 0.07
0:00:00.220, 0.07
0:00:00.295, 0.07
0:00:00.296, 0.07
0:00:00.352, 0.06
0:00:00.354, 0.06
0:00:00.431, 0.06
0:00:00.432, 0.06
0:00:00.498, 0.07
0:00:00.571, 0.07
0:00:00.642, 0.07
0:00:00.643, 0.06
0:00:00.716, 0.06
0:00:00.785, 0.07
0:00:00.786, 0.07
0:00:00.787, 0.07
0:00:00.861, 0.06
0:00:00.932, 0.06
0:00:01.007, 0.06
0:00:01.070, 0.06
0:00:01.111, 0.06
0:00:01.154, 0.06
0:00:01.206, 0.06
0:00:01.244, 0.06
0:00:01.283, 0.06
0:00:01.284, 0.06
0:00:01.321, 0.07
0:00:01.357, 0.06
0:00:01.397, 0.06
0:00:01.435, 0.07
0:00:01.476, 0.07
0:00:01.510, 0.06
0:00:01.546, 0.06
0:00:01.547, 0.06
0:00:01.547, 0.07
0:00:01.588, 0.06
0:00:01.626, 0.06
0:00:01.626, 0.06
0:00:01.662, 0.06
0:00:01.699, 0.07
0:00:01.735, 0.07
0:00:01.774, 0.07
0:00:01.812, 0.07
0:00:01.848, 0.07
0:00:01.849, 0.07
0:00:01.886, 0.07
0:00:01.925, 0.07
0:00:01.963, 0.07
0:00:02.001, 0.07
0:00:02.037, 0.07
0:00:02.075, 0.07
0:00:02.112, 0.07
0:00:02.149, 0.06
0:00:02.187, 0.07
0:00:02.222, 0.07
0:00:02.243, 0.07
0:00:02.282, 0.07
0:00:02.317, 0.07
0:00:02.358, 0.06
0:00:02.391, 0.06
0:00:02.413, 0.06
0:00:02.446, 0.07
0:00:02.483, 0.07
0:00:02.522, 0.06
0:00:02.522, 0.06
0:00:02.554, 0.06
0:00:02.590, 0.06
0:00:02.591, 0.06
0:00:02.629, 0.06
0:00:02.667, 0.06
0:00:02.706, 0.06
0:00:02.741, 0.06
0:00:02.779, 0.06
0:00:02.815, 0.06
0:00:02.853, 0.07
0:00:02.854, 0.07
0:00:02.888, 0.06
0:00:02.926, 0.06
0:00:02.966, 0.06
0:00:03.004, 0.07
0:00:03.005, 0.07
0:00:03.038, 0.07
0:00:03.038, 0.07
0:00:03.077, 0.07
0:00:03.113, 0.07
0:00:03.113, 0.07
0:00:03.114, 0.07
0:00:03.153, 0.07
0:00:03.190, 0.07
0:00:03.226, 0.06
0:00:03.264, 0.07
0:00:03.266, 0.07
0:00:03.302, 0.06
0:00:03.323, 0.06
0:00:03.335, 0.06
0:00:03.347, 0.07
0:00:03.359, 0.07
0:00:03.542, 0.06
0:00:03.725, 0.07
0:00:03.733, 0.07
0:00:03.734, 0.07
0:00:03.929, 0.07
0:00:03.930, 0.07
0:00:03.937, 0.07
0:00:04.132, 0.07
0:00:04.140, 0.07
0:00:04.141, 0.07
0:00:04.342, 0.06
0:00:04.343, 0.06
0:00:04.546, 0.07
0:00:04.743, 0.06
0:00:04.750, 0.06
0:00:04.944, 0.06
0:00:04.945, 0.06
0:00:04.946, 0.06
0:00:05.162, 0.06
0:00:05.350, 0.06
0:00:05.351, 0.06
0:00:05.358, 0.06
0:00:05.554, 0.07
0:00:05.554, 0.07
0:00:05.746, 0.07
0:00:05.747, 0.07
0:00:05.756, 0.07
0:00:05.757, 0.07
0:00:05.948, 0.06
0:00:05.956, 0.06
0:00:05.956, 0.06
